Run,Assay Type,AvgSpotLen,Bases,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,strain,Genotype,BioProject,Developmental_stage,sex,Development_stage,sex_type,Library Name,tissue,Cell_Line,stage,chip_antibody,transgene,chip_antibody_supplier,genotype/variation,strain/background,antibody_manufacturer,input_experiment/sample
SRR1164602,ChIP-Seq,32,196609568,SAMN02390089,113665297,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX467178,GSM1256802,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2015-07-22T00:00:00Z,GSM1256802,Snyder lin-35 n745 EFL-1 Ab L1 Input Rep.1,SRP007859,MT10430(official name : MT10430 genotype : lin-35(n745) I. ),lin-35(n745) I.,PRJNA63455,L1 26dC,hermaphrodite,,,,,,,,,,,,,
SRR1164603,ChIP-Seq,32,242830848,SAMN02390095,142552108,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX467179,GSM1256803,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2015-07-22T00:00:00Z,GSM1256803,Snyder lin-35 n745 EFL-1 Ab L1 ChIP Rep.2,SRP007859,MT10430(official name : MT10430 genotype : lin-35(n745) I. ),lin-35(n745) I.,PRJNA63455,L1 26dC,hermaphrodite,,,,,,,,,,,,,
SRR1164604,ChIP-Seq,32,229164416,SAMN02390114,129319546,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX467180,GSM1256804,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2015-07-22T00:00:00Z,GSM1256804,Snyder lin-35 n745 EFL-1 Ab L1 Input Rep.2,SRP007859,MT10430(official name : MT10430 genotype : lin-35(n745) I. ),lin-35(n745) I.,PRJNA63455,L1 26dC,hermaphrodite,,,,,,,,,,,,,
SRR1159142,ChIP-Seq,37,1729959457,SAMN02315198,1069606614,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX463080,GSM1206280,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2014-02-06T00:00:00Z,GSM1206280,seq-JA00001_HTZ1_N2_L3_Input_Rep1,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1159143,ChIP-Seq,36,703999980,SAMN02315203,483238972,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX463081,GSM1206281,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2014-02-04T00:00:00Z,GSM1206281,seq-JA00001_HTZ1_N2_L3_Input_Rep2,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1159144,ChIP-Seq,35,301099540,SAMN02315200,225785339,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX463082,GSM1206282,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2015-07-22T00:00:00Z,GSM1206282,seq-JA00001_HTZ1_N2_L3_ChIP_Rep1,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1159145,ChIP-Seq,36,977986404,SAMN02315201,691259832,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX463083,GSM1206283,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2015-07-22T00:00:00Z,GSM1206283,seq-JA00001_HTZ1_N2_L3_ChIP_Rep2,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163521,ChIP-Seq,50,279773950,SAMN02315199,177948282,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466455,GSM1206284,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2015-07-22T00:00:00Z,GSM1206284,seq-AB2621_H3K79me3:361576_N2_L3_Input_Rep1,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163522,ChIP-Seq,50,126677150,SAMN02315202,94417616,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466456,GSM1206285,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2015-07-22T00:00:00Z,GSM1206285,seq-AB2621_H3K79me3:361576_N2_L3_Input_Rep2,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163523,ChIP-Seq,50,1087411600,SAMN02315204,689417332,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466457,GSM1206286,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2014-02-06T00:00:00Z,GSM1206286,seq-AB2621_H3K79me3:361576_N2_L3_ChIP_Rep1,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163524,ChIP-Seq,50,1714242450,SAMN02315205,1026119630,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466458,GSM1206287,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2014-02-06T00:00:00Z,GSM1206287,seq-AB2621_H3K79me3:361576_N2_L3_ChIP_Rep2,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163525,ChIP-Seq,50,126677150,SAMN02315207,94417616,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466459,GSM1206288,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2015-07-22T00:00:00Z,GSM1206288,seq-AB8898_H3K9me3:33990_N2_L3_Input_Rep1,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163526,ChIP-Seq,50,279773950,SAMN02315206,177948286,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466460,GSM1206289,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2015-07-22T00:00:00Z,GSM1206289,seq-AB8898_H3K9me3:33990_N2_L3_Input_Rep2,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163527,ChIP-Seq,50,1236254700,SAMN02315209,772976087,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466461,GSM1206290,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2014-05-21T00:00:00Z,GSM1206290,seq-AB8898_H3K9me3:33990_N2_L3_ChIP_Rep1,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163528,ChIP-Seq,50,909825650,SAMN02315208,554330278,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466462,GSM1206291,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2014-05-21T00:00:00Z,GSM1206291,seq-AB8898_H3K9me3:33990_N2_L3_ChIP_Rep2,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163529,ChIP-Seq,50,126677150,SAMN02315210,94417616,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466463,GSM1206292,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2015-07-22T00:00:00Z,GSM1206292,seq-HK00009_H3K9me3:2F3_N2_L3_Input_Rep1,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163530,ChIP-Seq,50,279773950,SAMN02315212,177948286,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466464,GSM1206293,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2015-07-22T00:00:00Z,GSM1206293,seq-HK00009_H3K9me3:2F3_N2_L3_Input_Rep2,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163531,ChIP-Seq,50,323839800,SAMN02315213,193522506,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466465,GSM1206294,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2014-02-06T00:00:00Z,GSM1206294,seq-HK00009_H3K9me3:2F3_N2_L3_ChIP_Rep1,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163532,ChIP-Seq,50,590151200,SAMN02315211,380906597,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466466,GSM1206295,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2014-02-06T00:00:00Z,GSM1206295,seq-HK00009_H3K9me3:2F3_N2_L3_ChIP_Rep2,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163533,ChIP-Seq,50,126677150,SAMN02315218,94417616,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466467,GSM1206296,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2015-07-22T00:00:00Z,GSM1206296,seq-HK00012_H3K36me2:2C3_N2_L3_Input_Rep1,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163534,ChIP-Seq,50,279773950,SAMN02315216,177948277,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466468,GSM1206297,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2015-07-22T00:00:00Z,GSM1206297,seq-HK00012_H3K36me2:2C3_N2_L3_Input_Rep2,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163535,ChIP-Seq,50,1906179800,SAMN02315214,1163796337,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466469,GSM1206298,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2014-05-21T00:00:00Z,GSM1206298,seq-HK00012_H3K36me2:2C3_N2_L3_ChIP_Rep1,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163536,ChIP-Seq,50,175723850,SAMN02315215,112261274,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466470,GSM1206299,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2014-05-21T00:00:00Z,GSM1206299,seq-HK00012_H3K36me2:2C3_N2_L3_ChIP_Rep2,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163537,ChIP-Seq,50,126677150,SAMN02315217,94417616,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466471,GSM1206300,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2015-07-22T00:00:00Z,GSM1206300,seq-NB211254_H3K36ac_N2_L3_Input_Rep1,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163538,ChIP-Seq,50,279773950,SAMN02315219,177948295,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466472,GSM1206301,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2015-07-22T00:00:00Z,GSM1206301,seq-NB211254_H3K36ac_N2_L3_Input_Rep2,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163539,ChIP-Seq,50,502081150,SAMN02315221,278011286,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466473,GSM1206302,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2014-05-21T00:00:00Z,GSM1206302,seq-NB211254_H3K36ac_N2_L3_ChIP_Rep1,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163540,ChIP-Seq,50,849324000,SAMN02315220,509020437,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466474,GSM1206303,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2014-05-21T00:00:00Z,GSM1206303,seq-NB211254_H3K36ac_N2_L3_ChIP_Rep2,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163541,ChIP-Seq,50,126677150,SAMN02315222,94417616,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466475,GSM1206304,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2015-07-22T00:00:00Z,GSM1206304,seq-UP07448_H3K27me1:24439_N2_L3_Input_Rep1,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163542,ChIP-Seq,50,279773950,SAMN02315225,177948277,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466476,GSM1206305,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2015-07-22T00:00:00Z,GSM1206305,seq-UP07448_H3K27me1:24439_N2_L3_Input_Rep2,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163543,ChIP-Seq,50,544517250,SAMN02315224,309514533,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466477,GSM1206306,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2014-05-21T00:00:00Z,GSM1206306,seq-UP07448_H3K27me1:24439_N2_L3_ChIP_Rep1,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163544,ChIP-Seq,50,1241299300,SAMN02315223,782060660,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466478,GSM1206307,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2014-05-21T00:00:00Z,GSM1206307,seq-UP07448_H3K27me1:24439_N2_L3_ChIP_Rep2,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163545,ChIP-Seq,50,126677150,SAMN02315226,94417616,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466479,GSM1206308,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2015-07-22T00:00:00Z,GSM1206308,seq-UP07449_H3K27me3:24440_N2_L3_Input_Rep1,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163546,ChIP-Seq,50,433371150,SAMN02315227,275743805,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466480,GSM1206309,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2015-07-22T00:00:00Z,GSM1206309,seq-UP07449_H3K27me3:24440_N2_L3_Input_Rep2,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163547,ChIP-Seq,50,980478200,SAMN02315300,593014340,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466481,GSM1206310,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2014-05-21T00:00:00Z,GSM1206310,seq-UP07449_H3K27me3:24440_N2_L3_ChIP_Rep1,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163548,ChIP-Seq,50,691175100,SAMN02315277,423830894,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466482,GSM1206311,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2014-05-21T00:00:00Z,GSM1206311,seq-UP07449_H3K27me3:24440_N2_L3_ChIP_Rep2,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163549,ChIP-Seq,50,126677150,SAMN02315290,94417616,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466483,GSM1206312,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2015-07-22T00:00:00Z,GSM1206312,seq-AB1191_H3K18ac_GR311521_N2_L3_Input_Rep1,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163550,ChIP-Seq,50,433371150,SAMN02315294,275743791,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466484,GSM1206313,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2015-07-22T00:00:00Z,GSM1206313,seq-AB1191_H3K18ac_GR311521_N2_L3_Input_Rep2,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163551,ChIP-Seq,50,662720550,SAMN02315296,372920551,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466485,GSM1206314,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2014-05-21T00:00:00Z,GSM1206314,seq-AB1191_H3K18ac_GR311521_N2_L3_ChIP_Rep1,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163552,ChIP-Seq,50,798095100,SAMN02315267,450258018,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466486,GSM1206315,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2014-05-21T00:00:00Z,GSM1206315,seq-AB1191_H3K18ac_GR311521_N2_L3_ChIP_Rep2,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163553,ChIP-Seq,50,126677150,SAMN02315292,94417616,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466487,GSM1206316,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2015-07-22T00:00:00Z,GSM1206316,seq-AB3594_H3K79me2:346021_N2_L3_Input_Rep1,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163554,ChIP-Seq,50,433371150,SAMN02315273,275743800,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466488,GSM1206317,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2015-07-22T00:00:00Z,GSM1206317,seq-AB3594_H3K79me2:346021_N2_L3_Input_Rep2,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163555,ChIP-Seq,50,1749311400,SAMN02315269,1065309452,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466489,GSM1206318,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2014-05-21T00:00:00Z,GSM1206318,seq-AB3594_H3K79me2:346021_N2_L3_ChIP_Rep1,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163556,ChIP-Seq,50,1565642800,SAMN02315287,940389096,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466490,GSM1206319,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2014-05-21T00:00:00Z,GSM1206319,seq-AB3594_H3K79me2:346021_N2_L3_ChIP_Rep2,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163557,ChIP-Seq,50,126677150,SAMN02315271,94417616,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466491,GSM1206320,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2015-07-22T00:00:00Z,GSM1206320,seq-ab9048_H3K36me1:206009_N2_L3_Input_Rep1,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163558,ChIP-Seq,50,433371150,SAMN02315279,275743805,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466492,GSM1206321,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2015-07-22T00:00:00Z,GSM1206321,seq-ab9048_H3K36me1:206009_N2_L3_Input_Rep2,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163559,ChIP-Seq,50,639750750,SAMN02315272,360136750,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466493,GSM1206322,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2014-05-21T00:00:00Z,GSM1206322,seq-ab9048_H3K36me1:206009_N2_L3_ChIP_Rep1,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163560,ChIP-Seq,50,267464000,SAMN02315275,183298620,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466494,GSM1206323,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2014-05-21T00:00:00Z,GSM1206323,seq-ab9048_H3K36me1:206009_N2_L3_ChIP_Rep2,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163561,ChIP-Seq,50,126677150,SAMN02315274,94417616,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466495,GSM1206324,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2015-07-22T00:00:00Z,GSM1206324,seq-HK00008_H3K9me2:6D11_N2_L3_Input_Rep1,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163562,ChIP-Seq,50,279773950,SAMN02315276,177948280,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466496,GSM1206325,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2015-07-22T00:00:00Z,GSM1206325,seq-HK00008_H3K9me2:6D11_N2_L3_Input_Rep2,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163563,ChIP-Seq,50,1599504250,SAMN02315278,967572561,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466497,GSM1206326,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2014-05-21T00:00:00Z,GSM1206326,seq-HK00008_H3K9me2:6D11_N2_L3_ChIP_Rep1,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163564,ChIP-Seq,50,1704009800,SAMN02315283,1046289079,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466498,GSM1206327,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2014-05-21T00:00:00Z,GSM1206327,seq-HK00008_H3K9me2:6D11_N2_L3_ChIP_Rep2,SRP007859,N2,wild type,PRJNA63455,L3 Larva,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163565,ChIP-Seq,42,903403578,SAMN02315270,1104666651,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466499,GSM1206328,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2014-05-21T00:00:00Z,GSM1206328,seq-ab12181_H3K9acS10ph_873968_N2_Eemb_Input_Rep1,SRP007859,N2,wild type,PRJNA63455,Early Embryo,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163566,ChIP-Seq,36,1108373364,SAMN02315295,682048939,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466500,GSM1206329,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2015-07-22T00:00:00Z,GSM1206329,seq-ab12181_H3K9acS10ph_873968_N2_Eemb_Input_Rep2,SRP007859,N2,wild type,PRJNA63455,Early Embryo,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
SRR1163567,ChIP-Seq,42,633461472,SAMN02315282,743303246,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX466501,GSM1206330,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Caenorhabditis elegans,ILLUMINA,2014-05-21T00:00:00Z,GSM1206330,seq-ab12181_H3K9acS10ph_873968_N2_Eemb_ChIP_Rep1,SRP007859,N2,wild type,PRJNA63455,Early Embryo,,,mixed Male and Hermaphrodite population,,,,,,,,,,,
